RUBRO,NOMBRE FANTASIA,DIRECCION,N§,LOCALIDAD,DEPARTAMENTO,TELEFONOS,CLASE,CATEGORIA,ESTADO,HABIT.,PLAZAS,TITULAR,E-MAIL
PAT,CASONA RIO MENDOZA,RUTA PROV. 82,KM 29,COLONIA SUIZA,LAS HERAS,4240652-156510321,PAT,PAT,INSCRIPTO,,,"BORSANI, IRMA EDITH",
PAT,KILOMETRO 0,AV.EL LIBERTADOR,70,CIUDAD,SAN RAFAEL,,PAT,PAT,INSCRIPTO,,,"FRACARO, NESTOR ALEJANDRO",
PAT,BALCON DEL ATUEL,RUTA 173,KM24,VALLE GRANDE,SAN RAFAEL,,PAT,PAT,INSCRIPTO,,,"CASTILLO, DAMIAN ALBERTO",
CABA¥AS,ARCO IRIS,RUTA 40,S/N,CA¥ADA COLORADA,MALARGUE,0260-4471129 -154678361,CABA¥AS,1 ESTRELLA,INSCRIPTO,3,15,"MARTINEZ, PATRICIA ALEJANDRA",cabanasarcoiris@rucared.com.ar
PAT,CRIS-AL,CASTELLI,1112,CIUDAD,SAN RAFAEL,0260-4432980,PAT,PAT,INSCRIPTO,,,"MARTINEZ, MARIA CARMEN",
PAT,APART N§102,DAY,10,CIUDAD,SAN RAFAEL,0260-4495162,PAT,PAT,INSCRIPTO,,,"BERTOLDI, VICTOR HUGO",
VIV.USO TCO.,"MATHIEU, CLAUDIA MARIA",SAN MARTIN,969/977,CIUDAD,LAS HERAS,4483546,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MATHIEU, CALUDIA MARIA",
PAT,APARTAMENTOS MILENIUM,DAY,20,CIUDAD,SAN RAFAEL,0260-4433034,PAT,PAT,INSCRIPTO,,,"QUIROGA, JORGE ALBERTO",
ALOJAMIENTO,FINCA ADALGISA,PUEYRREDON,2222,CHACRAS DE CORIA,LUJAN DE CUYO,4960713,ALOJAMIENTO,SIN CATEGORIZAR,E/T,11,22,BODEGA FURLOTE S.A.,reservas@fincaadalgisa.com.ar
PAT,RUCAFEL,AV.MITRE,753,CIUDAD,CAPITAL,,PAT,PAT,INSCRIPTO,,,"CARNIELO GONZALEZ, IVANA",
HOSPEDAJE,RUCAFEL,AV.MITRE,753,CIUDAD,CAPITAL,,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,,,"CARNIELO GONZALEZ, GISELA",
APART-HOTEL,APART CAVIS,AV.BALLOFET,150,CIUDAD,SAN RAFAEL,0260-4437770,APART-HOTEL,1 ESTRELLA,INSCRIPTO,6,40,"CRUZ, LUISA GLADYS",apartcavis@hotmail.com
ALOJAMIENTO,PORTAL DEL SOL,PASO DE LOS ANDES,126,CIUDAD,CAPITAL,156267853,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"SCILIPOTTI, SERGIO RICARDO",sergio_scilipotti@hotmail.com
VIV.USO TCO.,"LLORCA, CAROLINA",PERU,730,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"LLORCA, CAROLINA",
PAT,NIETO VICTOR HUGO,PUEYRREDON,291,CIUDAD,SAN RAFAEL,,PAT,PAT,INSCRIPTO,,,"NIETO, VICTOR HUGO",
PAT,CABA¥AS EL VALLE,BALLOFFET,1758,CIUDAD,SAN RAFAEL,0260-4428487,PAT,PAT,INSCRIPTO,,,"DEL VAL,MARTA",
PAT,OSCAR RICO,BUENOS AIRES,66,CIUDAD,CAPITAL,4257377,PAT,PAT,INSCRIPTO,,,"RICO, OSCAR",
PAT,DULCE ESTAR,COMTE.TORRES,838,CIUDAD,SAN RAFAEL,0260-4438655,PAT,PAT,INSCRIPTO,6,36,"CARRIO LOPEZ, FRANCISCA",dulcestar@uolsinectis.com.ar
APART-HOTEL,SOLAR MAITEN,V.LOPEZ,2797,CIUDAD,SAN RAFAEL,0260-4420926,APART-HOTEL,1 ESTRELLA,INSCRIPTO,10,20,"FERNANDEZ, ALEJANDRO HUGO",
PAT,MALLORCA,LAS HERAS 64 AL 72,,CIUDAD,SAN RAFAEL,0260-4423585,PAT,PAT,INSCRIPTO,,,"ALCOVER, CARMEN",
PAT,CASA DEL TURISTA,LENCINAS Y MONTECASEROS,,CIUDAD,SAN RAFAEL,,PAT,PAT,INSCRIPTO,,,"DICARLO, MARCELINO",
PAT,DEPARTAMENTO SOL Y PAZ,AV.BALLOFET,849,CIUDAD,SAN RAFAEL,0260-154665195,PAT,PAT,INSCRIPTO,,,"GENTILE, HECTOR ALBERTO",
VIV.USO TCO.,OLIVOS Y RETAMOS,AV.BALLOFET,17,CIUDAD,SAN RAFAEL,0260-4421858,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"GARRIDO, MABEL ELISA",
PAT,APARTAMENTOS CORDILLERA,AV.JUAN B.JUSTO,144,CIUDAD,CAPITAL,4234597,PAT,PAT,INSCRIPTO,5,26,"MATEOS, CANDIDA LUVINA",apartcordillera@hotmail.com
PAT,VIRGINIA DEPARTAMENTOS,CORRIENTES,193,CIUDAD,SAN RAFAEL,0260-4427367-4438772,PAT,PAT,INSCRIPTO,,,"BOSCHI, CECILIA MARINA",
APART-HOTEL,SOLTIGUA APART,AV.JUAN B.JUSTO,626,CIUDAD,CAPITAL,4200332,APART-HOTEL,1 ESTRELLA,INSCRIPTO,32,120,SOLTIGUA MENDOZA S.A.,reservas@apartsoltigua.com.ar
PAT,DEP.DE JUAN Y OLGA MU¥OZ,PROVINCIA DE MENDOZA,742,CIUDAD,SAN RAFAEL,0260-4423614,PAT,PAT,INSCRIPTO,,,"MU¥OZ, JUAN",alquilersanrafael@gmail.com
VIV.USO TCO.,STONE ALFREDO,AV.GODOY CRUZ,340,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"STONE,ALFREDO",
PAT,DEPARTAMENTOS NOELIA,ALSINA,331,CIUDAD,SAN RAFAEL,,PAT,PAT,INSCRIPTO,,,"AZOR, ALEJANDRA Y HUGO",
ALOJAMIENTO,CASA FUERTE,LAS HERAS,252,25 DE MAYO,SAN RAFAEL,0260-4495020,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,10,"DIAZ, MARIA CRISTINA",www.posadacasafuerte.com.ar
PAT,DEPARTAMENTOS AVELLANEDA,AVELLANEDA,197,CIUDAD,CAPITAL,,PAT,PAT,INSCRIPTO,,,"SANCHEZ, CARLOS",
PAT,DEPARTAMENTOS AVELLANEDA,AVELLANEDA,197,CIUDAD,CAPITAL,,PAT,PAT,INSCRIPTO,,,"SANCHEZ, CARLOS",
PAT,DEPARTAMENTOS AVELLANEDA,AVELLANEDA,197,CIUDAD,CAPITAL,,PAT,PAT,INSCRIPTO,,,"SANCHEZ, CARLOS",
PAT,DEPARTAMENTOS AVELLANEDA,AVELLANEDA,197,CIUDAD,CAPITAL,,PAT,PAT,INSCRIPTO,,,"SANCHEZ, CARLOS",
PAT,LA CASONA DEL ENCUENTRO,JUAN DE DIOS VIDELA,S/N,VISTA FLORES,TUNUYAN,02622-15527056,PAT,PAT,INSCRIPTO,,,"BARCAT, LUCIA DEL CARMEN",
ALOJAMIENTO,HOTEL TUNUYAN,AV.SAN MARTIN,1248,CIUDAD,TUNUYAN,02622-422134,ALOJAMIENTO,SIN CATEGORIZAR,E/T,18,48,CENTROTUR EMPRENDIMIENTOS S.A.,noraestevez@yahoo.com.ar
PAT,LO DE LUIS,RUTA 143,"KM.7,5",LAS PAREDES,SAN RAFAEL,0260-154661967,PAT,PAT,INSCRIPTO,2,14,"CERRUTI, LUIS ALBERTO",
CABA¥AS,PIEDRAS NEGRAS,ALFONSO CAPDEVILA,343,CIUDAD,MALARGUE,0260-4471986,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,,,"VILLEGAS,CLEMIRO Y BLANCO, RAMONA",
CABA¥AS,3 V,ESQUIVEL ALDAO,275,CIUDAD,MALARGUE,0260-4470527-154401078,CABA¥AS,1 ESTRELLA,INSCRIPTO,5,22,"PUCINERI, MIGUEL ANGEL",mpucineri@infovia.com.ar
VIV.USO TCO.,MILLENNIUM TOWER,AV.COLON,423,CIUDAD,CAPITAL,4235071,ALOJAMIENTO,SIN CATEGORIZAR,E/T,27,80,MILLENNIUM TOWER S.A.,mtreservas@apartmendoza.com.ar
ALOJAMIENTO,MARIA RITA JUAN,RICARDO ROJAS,370,CIUDAD,GODOY CRUZ,4521343,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"JUAN, MARIA RITA",mara_rita_juan@hotmail.com
ALOJAMIENTO,SUD STAR,ADOLFO CALLE,1915,DORREGO,GUAYMALLEN,4318237,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,5,"SANDRI, HECTOR VICENTI",
ALOJAMIENTO,RADIO CLUB,RUTA 173,KM.26,VALLE GRANDE,SAN RAFAEL,260-4427191,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"ARNEDILLO, VICENTE OMAR",
VIV.USO TCO.,SALVADOR PEREZ,AV.COLON,631,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,3,"PEREZ, SALVADOR LEONIDAS",
PAT,LA CANDELARIA,LAS DELICIAS,98,EL CHALLAO,LAS HERAS,4445707,PAT,PAT,INSCRIPTO,5,30,"CHIOFALO, FRANCISCO",
VIV.USO TCO.,SALVADOR PEREZ,AV.COLON,631,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,3,"PEREZ, SALVADOR LEONIDAS",
VIV.USO TCO.,SALVADOR PEREZ,AV.COLON,631,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,3,"PEREZ, SALVADOR LEONIDAS",
PAT,FIDEL ANTONIO TIZZA,CORONEL SUAREZ,632,CIUDAD,SAN RAFAEL,0260-4421611,PAT,PAT,INSCRIPTO,1,4,"TIZZA, FIDEL ANTONIO",
PAT,SAN VICENTE DE LAS VI¥AS,CUBILLOS,3950,RAMA CAIDA,SAN RAFAEL,0260-4441355,PAT,PAT,INSCRIPTO,,,"LEZCANO, MARCELA ADRIANA",www.cabsanvicente.com.ar
VIV.USO TCO.,MENDOZA,LAVALLE,35,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,4,"SANTANDER, ANA MARIA",
VIV.USO TCO.,LA MAGDALENA,HUARPES,2054,CIUDAD,CAPITAL,4381618,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,10,"RAGO, MARIA MAGDALENA",info@lamagdalenamendoza.com.ar
VIV.USO TCO.,LUZ DE PLATA,CMTE. RODRIGUEZ OESTE,674,MALARGUE,MALARGUE,0260-4472385,VIV. USO TCO.,VIV. USO TCO.,INSCRIPTO,2,9,"PYLYPEC, PATRICIA",cabaniasluzdeplata@yahoo.com.ar
PAT,GAS-MAR,AV.SARMIENTO,1343,CIUDAD,SAN RAFAEL,0260-4436505,PAT,PAT,INSCRIPTO,3,15,"LOPEZ, MIGUEL ANGEL",
VIV.USO TCO.,LAS TERTULIAS,LUCERO,S/N,ALTO VERDE,SAN MARTIN,0263-4432787,ALOJAMIENTO,SIN CATEGORIZAR,INSCRIPTO,2,6,"LUCENTINI, OSCAR EDUARDO",
VIV.USO TCO.,AZARES DE MONTA¥A,CORNU,367,CIUDAD,SAN RAFAEL,0260-4420794,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"IBA¥EZ, NILDA ESTHER",
CABA¥AS,ALTO MALARGUE,CMTE. RODRIGUEZ OESTE,620,MALARGUE,MALARGUE,0260-4472129-154405445,CABA¥AS,1 ESTRELLA,INSCRIPTO,2,14,"NORMAN, DARIO",info@altomalargue.com.ar
HOSPEDAJE,CABA¥AS ANDRES,RUTA 40 N.,1090,CIUDAD,MALARGUE,0260-4471032/154663353,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,3,15,"MARTINEZ,PABLO FABIAN",info@cabanasandres.com
VIV.USO TCO.,DEL MONTA¥EZ,RUTA PROV.82,KM.39,CACHEUTA,LAS HERAS,02624-490122,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,26,"BARROS, HECTOR OSVALDO",cabanasdelmontanez@yahoo.com.ar
PAT,LOMAS,PASAJE COMUNERO,S/N,POTRERILLOS,LUJAN DE CUYO,,PAT,PAT,INSCRIPTO,,,"MU¥OZ, ROBERTO",
ALOJAMIENTO,EL ABRAZO,EJERCITO DE LOS ANDES,9000,RAMA CAIDA,SAN RAFAEL,0260-154672132,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,36,"BATTOCCHIA, CLAUDIO",
VIV.USO TCO.,JORGE JEREZ,MAYORGA,1580,CIUDAD,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"JEREZ, JORGE HUGO",
ALOJAMIENTO,CASA GLEBINIAS,MEDRANO,2272,CHACRAS DE CORIA,LUJAN DE CUYO,4962116,ALOJAMIENTO,SIN CATEGORIZAR,E/T,9,18,"ARISTSRAIN, ALBERTO JOSE",info@casaglebinias.com
ALOJAMIENTO,TIEMPO LIBRE,H.YRIGOYEN,1700,CIUDAD,SAN RAFAEL,0260-4424145,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,42,"BITTAR, NAYLA NURI",
PAT,VIVIENDA DURAN,AV.CARDONATO,1905,CIUDAD,SAN RAFAEL,0260-4428293,PAT,PAT,INSCRIPTO,,,"DURAN, DELIA CASTILLO DE",
HOSPEDAJE,ALESDAY,EMILIO CIVIT,265,CIUDAD,GRAL.ALVEAR,02625-422998,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,3,8,"MONTANARO, FANNI RAQUEL",
PAT,LA VI¥UELA,PJE.COMUNERO N§2,S/N,CIUDAD,SAN RAFAEL,0260-4485259-154537259,PAT,PAT,INSCRIPTO,4,20,"VI¥UELA, SUSANA",info@lavinuela.com.ar
APART-HOTEL,SOLARES DE MAIPU,OZAMIS,41,CIUDAD,MAIPU,4815115,APART-HOTEL,2 ESTRELLAS,INSCRIPTO,2,4,"MASETO, SUSANA Y OTROS",solaresmaipu@hotmail.com
HOSTEL,EL PUESTO HOSTEL,LOS TULIPANES,S/N,POTRERILLOS,LUJAN DE CUYO,154674356,HOSTEL,HOSTEL,INSCRIPTO,2,10,"FORTUNA, CRISTIAN",reservas@elpuestopotrerillos.com.ar
PAT,ADAMO APART,CHILE,98,CIUDAD,SAN RAFAEL,0260-4425040,PAT,PAT,INSCRIPTO,2,8,"ADAMO, WALTER OMAR",
PAT,BACO,LA PALINE,1950,CUADRO BENEGAS,SAN RAFAEL,,PAT,PAT,INSCRIPTO,2,14,"MONTIVERO, VIVIANA BEATRIZ",
APART-HOTEL,EL NEVADO,ADOLFO PUEBLA,343,CIUDAD,MALARGUE,0260-4470647-4472448,APART-HOTEL,1 ESTRELLA,INSCRIPTO,6,32,"GONZALEZ, ADRIANA ALEJANDRA",ssegovia@infovia.comar
VIV.USO TCO.,LAS MAGNOLIAS,BALLOFFET,2245,CIUDAD,SAN RAFAEL,0260-4423915//154482102,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,12,"SALOMON, MARIO CAROLINA",
PAT,LAS 4 ESTACIONES,EINSTEN,920,CIUDAD,SAN RAFAEL,0260-154403440,PAT,PAT,INSCRIPTO,4,16,"FERRRAIVOZO, RODOLFO",lascuatroestaciones@yahoo.com.ar
ALOJAMIENTO,LA CAUTIVA,RUTA 7 Y CUITI¥O,KM.991,ALTO VERDE,SAN MARTIN,0263-4446191 - 4419048,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,12,"LANCELLOTTI, MARIA LOREA GABRIELA",info@lacautivaturismo.com.ar
HOSTERIA,DON ROMULO,ALMIRANTE BROWN,1200,CIUDAD,TUPUNGATO,02622-489020,HOSTERIA,1 ESTRELLA,INSCRIPTO,11,28,ROUG S.A.,donromulo@hotmail.com
ALOJAMIENTO,FINCA LA PUEBLA,INDEPENDENCIA,S/N,LA CONSULTA,SAN CARLOS,156917291,HOSPEDAJE RURAL,HOSPEDAJE RURAL,INSCRIPTO,6,25,"PEREIRA, MARIA ALEJANDRA",reservas@fincalapuebla.com
VIV.USO TCO.,OSVALDO GOMEZ,SAN LORENZO,222,CIUDAD,SAN RAFAEL,0260-4422694,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,11,"GOMEZ, OSVALDO",
ALOJAMIENTO,GRAN HOSTEL USPALLATA,RUTA 7,KM.1147,USPALLATA,LAS HERAS,02624-4420449,ALOJAMIENTO,SIN CATEGORIZAR,E/T,28,38,FEDERACION ARGENTINA EMPLEADOS,hostelfaecys@yahoo.com
PAT,SOL DE VISTALBA,ROQUE SAENZ PE¥A,5772,VISTALBA,LUJAN DE CUYO,,PAT,PAT,INSCRIPTO,2,6,"CORNEJO, DORA MARIA DE LOURDES",soldevistalba@yahoo.com.ar
ALOJAMIENTO,VILLA CAMPESTRE,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,20,"MARTINEZ, GRACIELA ANDREA",www.villacampestre.com.ar
APART-HOTEL,INTI APART HOTEL,CA¥ADITA ALEGRE,109,DORREGO,GUAYMALLEN,4319308-4314677,APART-HOTEL,2 ESTRELLAS,INSCRIPTO,19,45,REBYN S.A.,intiaparthotel@tutopia.com.ar
ALOJAMIENTO,VADERMESA,AV.MITRE,535,CIUDAD,CAPITAL,155187681,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,6,"VADERMESA, GRACIELA",
ALOJAMIENTO,PORTEZUELO DEL VIENTO,RUTA NAC. 7,KM.1233,LAS CUEVAS,LAS HERAS,0261-6511646,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,PORTEZUELO DEL VIENTO S.R.L.,portezuelodelviento@gmail.com
PAT,MURAS,BANDERA DE LOS ANDES,3170,VILLA NUEVA,GUAYMALLEN,4460623,PAT,PAT,INSCRIPTO,10,30,FAMEXIT S.A.,muras@speedy.com.ar
ALOJAMIENTO,FRANK BUNGALOWS,CALLE 7 ENTRE 5 Y 7,,LA MARZOLINA,GRAL.ALVEAR,02625-425297,ALOJAMIENTO,SIN CATEGORIZAR,E/T,3,12,"GALAMBO, ANA MARIA",
HOSPEDAJE,ANDESOL APART,COMANDANTE ESPORA,233,CIUDAD,SAN RAFAEL,0260-4424991,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,4,20,"BELLOMO, CARMELINO",www.andesolapart.com.ar
ALOJAMIENTO,OZCAYNA,RUTA 34 Y CAMARGO,,JOCOLI VIEJO,LAVALLE,6564761,ALOJAMIENTO,SIN CATEGORIZAR,E/T,6,20,"JAIME, AMANDA JULIANA",amandajaime2007@hotmail.com
CABA¥AS,CABA¥AS VI¥A ALIWEN,ROQUE SAENZ PE¥A,5671,VISTALBA,LUJAN DE CUYO,4985719,CABA¥AS,HOSPEDAJE,INSCRIPTO,2,12,"CAPASSO, ALEJANDRO",info@cabanasaliwen.com.ar / cabanasaliwen@gmail.com
HOSPEDAJE,PALMANOBA,PEDRO MOLINA,294,SAN JOSE,GUAYMALLEN,4455840,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,10,40,"OROPEL, ZULMA",
ALOJAMIENTO,EL TEPEYAC,RUTA 150,2795,25 DE MAYO,SAN RAFAEL,0260-4426737,ALOJAMIENTO,SIN CATEGORIZAR,E/T,8,40,"BARRENECHEA, MARIA DE LA CRUZ",info@eltepeyac.com.ar
HOSTEL,CILIX,VALLE DE LAS LE¥AS,S/N,LAS LE¥AS,MALARGUE,011-43715287,HOSTEL,HOSTEL,INSCRIPTO,120,500,"GUIDO, JORGE",
HOTEL,VIRGO,VALLE DE LAS LE¥AS,S/N,LAS LE¥AS,MALARGUE,0260-4470381,HOTEL,5 ESTRELLAS,INSCRIPTO,106,207,NIEVE HOTELERA S.A.,
CABA¥AS,BRISAS DEL SUR,SATURNINO TORRES E.,235,CIUDAD,MALARGUE,0260-4470157-154557537,CABA¥AS,1 ESTRELLA,INSCRIPTO,,,"MARTNIEZ, RAQUEL",info@brisasdeslsurcabanas.com.ar
ALOJAMIENTO,POATALES HOTEL BOUTIQUE,TABANERA,KM1.1,COLONIA LAS ROSAS,TUNUYAN,261-6465566,ALOJAMIENTO,SIN CATEGORIZAR,E/T,11,25,NORD SUD S.A.,stornini@gmail.com
CABA¥AS,RIO MENDOZA,RUTA PROV.82,KM. 29,CACHEUTA,LUJAN DE CUYO,4240652,CABA¥AS,1 ESTRELLA,INSCRIPTO,5,24,SETIEMBRE S.A.,info@riomendoza.com.ar
CABA¥AS,CABA¥AS DEL MESON,M 21 C 9,,POTRERILLOS,LUJAN DE CUYO,02624-481920,CABA¥AS,SIN CATEGORIZAR,E/T,,,"TORRES, MARIA MARLA BEATRIZ DE",info@cabanasdelmeson.com.ar
HOTEL,ACUARIO,VALLE DE LAS LE¥AS,S/N,LAS LE¥AS,MALARGUE,,HOTEL,3 ESTRELLAS,INSCRIPTO,44,121,VALLE DE LAS LE¥AS S.A.,
ALOJAMIENTO,RINCON DE POTRERILLOS,AV.DEL SOL,S/N,POTRERILLOS,LUJAN DE CUYO,02624-481021,ALOJAMIENTO,SIN CATEGORIZAR,E/T,5,28,"LAGOS, GUILLERMO",rinconpotrerillos@yahoo.com.ar
HOSTERIA RURAL,TERRAZAS,THAMES Y COCHABAMBA,S/N,PERDRIEL,LUJAN DE CUYO,4880058,HOSTERIA RURAL,3 ESTRELLAS,INSCRIPTO,6,12,BODEGAS CHANDON,
ALOJAMIENTO,LA VALTELINA,RUTA 222,KM.30,LOS MOLLES,MALARGUE,0260-154402761/011-44866802,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"GASPARETTI, SERGIO ANTONIO",gasparetti@hotmail.com
HOSPEDAJE,LA FLOR DEL PAGO,AV.LOS CONDORES,S/N,POTRERILLOS,LUJAN DE CUYO,4456449-156211782,HOSPEDAJE,HOSPEDAJE,INSCRIPTO,13,35,"NABAS, LUIS SERGIO",www.cabanasflordelpago.com.ar
ALOJAMIENTO,FINCA ARCO IRIS,RUTA 40,KM. 150,PAREDITAS,SAN CARLOS,4235528,HOTEL,3 ESTRELLAS,INSCRIPTO,2,12,"MERATI FOSCARINI, GIULIO",
PAT,KILOMETRO O,AMIGORENA,80,CIUDAD,CAPITAL,4293679,PAT,PAT,INSCRIPTO,,,"KALOVULOS, MAGDALENA",
ALOJAMIENTO,CASAS DE FINCA COLUMNA,LIBERTAD,S/N,TRES ESQUINAS,SAN CARLOS,155886915,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,17,FIDEICOMISO S.A.F.E.,"fincacolumna@yahoo.co,.ar"
APART-HOTEL,ALTEZZA,AV.ESPA¥A,1581,CIUDAD,CAPITAL,4252127,APART-HOTEL,3 ESTRELLAS,INSCRIPTO,24,70,ALTEZZA S.A.,informes@altezzasuites.com.ar
ALOJAMIENTO,VI¥EDO DORADO,COLOMBRES,155,CIUDAD,TUNUYAN,0261-5247990,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,40,VI¥EDOS DORADOS S.R.L.,info@vinedosdorados.com.ar
APART-HOTEL,MONTA¥AS AZULES,PERU,1290,CIUDAD,CAPITAL,4054200,APART-HOTEL,3 ESTRELLAS,INSCRIPTO,35,100,ARTRANS S.A.,www.mazules.com.ar - reservas@mazules.com.ar
PAT,AVELLANEDA RENT APART,AVELLANEDA,197,CIUDAD,CAPITAL,,PAT,PAT,INSCRIPTO,4,16,TEXTIL DIXIT S.A.,apartavellaneda@gmail.com
ALOJAMIENTO,LAS ESPUELAS,LAS ROSAS,S/N,LAS CARDITAS-POTRERILOS,LUJAN DE CUYO,4444588-156578556,PAT,PAT,INSCRIPTO,2,12,"PIZARRO GOMEZ, FERNANDO",info@espueslaspotrerillos.com.ar
ALOJAMIENTO,SAVOIA,AVELLANEDA,3653,BERMEJO,GUAYMALLEN,4510960,ALOJAMIENTO,SIN CATEGORIZAR,E/T,103,300,ARVAC S.A.,alejandra@hotelsavoia.com
ALOJAMIENTO,CHARDONNAY,AV.CORREA,28,CIUDAD,TUPUNGATO,2622-488808,ALOJAMIENTO,SIN CATEGORIZAR,E/T,11,16,"LEITTRS, JUAN PABLO",info@hotelchardonnay.com.ar
ALOJAMIENTO,SAN RAFAEL GROUP,CORRIENTES,1014,CIUDAD,SAN RAFAEL,0260-4434464,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,18,"RODRIGUEZ, HECTOR",www.sanrafelgroup.com
ALOJAMIENTO,LIFE HOUSE,GUTIERREZ,565,CIUDAD,CAPITAL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,26,115,"SUSSO, JORGE ENRIQUE",reservas@lifehouse.com.ar
VIV.USO TCO.,SALVADOR PEREZ,AV.COLON,631,CIUDAD,CAPITAL,4290609,ALOJAMIENTO,SIN CATEGORIZAR,E/T,1,3,"PEREZ, SALVADOR LEONIDAS",
ALOJAMIENTO,NUEVO MUNDO,BALLOFFET,825,CIUDAD,SAN RAFAEL,0260-4445666,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,89,NUEVO MUNDO S.R.L.,
CABA¥AS,HUELTEN CABA¥AS,EMILIO CIVIT,933,CIUDAD,MALARGUE,0260-4472713/154624809,HOSPEDAJE VIVIENDA DE ALQUILER,HOSPEDAJE VIVIENDA DE ALQUILER,INSCRIPTO,4,18,"ARRIETA, FABIANA",hueltencabanas@yahoo.com.ar - www.hueltencabanas.com.ar
CABA¥AS,ALTA PAMPA,RUTA 40,2652,CIUDAD,MALARGUE,0260-154644352,CABA¥AS,2 ESTRELLAS,E/T,,,"VIPERA, JUAN JULIO",alquiler@altapampa.net
ALOJAMIENTO,POSTA PUEYRREDON,PUEYRREDON,397,CHACRAS DE CORIA,LUJAN DE CUYO,4962597,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,17,"FERNANDEZ, JORGE EDUARDO",www.postapueyrredon.com.ar
ALOJAMIENTO,CABA¥AS EL VALLE,SAN MARTIN,1181,VISTA FLORES,TUNUYAN,02622-495548,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"MOYANO, MARIO OMAR",turismotunuyan@gmail.com
ALOJAMIENTO,UNIVERAL PARK,CANADA,231,CIUDAD,SAN RAFAEL,,ALOJAMIENTO,SIN CATEGORIZAR,E/T,4,20,"ACEVEDO, VERONICA PAULA",www.universalpark.com.ar
PAT,ALTOS ANDINOS APARTMENTS,DR. RAMON CARRILLO ENTRE 1 Y 2-6§ SECCION,,CIUDAD,CAPITAL,,PAT,PAT,INSCRIPTO,7,26,"YASSER, ARIEL GUSTAVO",altosandinosapartments@gmail.com
ALOJAMIENTO,HOTEL FRANCIA,FRANCIA,244,CIUDAD,SAN RAFAEL,02627-4429351,ALOJAMIENTO,SIN CATEGORIZAR,E/T,12,30,"MEDRANO, SILVIA",
ALOJAMIENTO,LA GERTRUDIS,CERRETI,64,LA CONSULTA,SAN CARLOS,02622-471456/471404,ALOJAMIENTO,SIN CATEGORIZAR,E/T,,,"FRAGALA, CLAUDIA",www.estacionvalledeuco.com.ar
PAT,CABA¥AS LOS OLIVOS,SARGENTO MEDINA Y USPALLATA,S/N,CIUDAD,GRAL.ALVEAR,02625-425016 / 15409772,PAT,PAT,INSCRIPTO,2,10,"MUZAS, SUSANA",cabanas_losolivos@hotmail.com
CABA¥AS,TIERRA DE LUNA,MAZZONI Y LAS NIEVES,,POTRERILLOS,LUJAN DE CUYO,02624-483007,CABA¥AS,1 ESTRELLA,INSCRIPTO,2,12,"WAINHAUS, CECILIA",
HOTEL,EXECUTIVE HOTELS,SAN LORENZO,660,CIUDAD,CAPITAL,5245000,HOTEL,4 ESTRELLAS,INSCRIPTO,79,176,EMPRENDIMIENTOS INMOBILIARIOS S.A.,recepcionmdz@amerian.com
